Game ID,Puzzle Date,Word,Group Name,Group Level,Starting Row,Starting Column
111,2023-09-30,PUTTER,GOLF CLUBS,1,4,3
111,2023-09-30,LOW,INSUFFICIENT,3,4,4
112,2023-10-01,STRAW,COFFEE COUNTER ITEMS,0,1,1
112,2023-10-01,BALLPARK,___ FIGURE,3,1,2
112,2023-10-01,BAT,NOCTURNAL ANIMALS,1,1,3
112,2023-10-01,STICK,___ FIGURE,3,1,4
112,2023-10-01,GO,___ FIGURE,3,2,1
112,2023-10-01,OWL,NOCTURNAL ANIMALS,1,2,2
112,2023-10-01,BRICK,THINGS THAT ARE RED,2,2,3
112,2023-10-01,CUP,COFFEE COUNTER ITEMS,0,2,4
112,2023-10-01,CARDINAL,THINGS THAT ARE RED,2,3,1
112,2023-10-01,LID,COFFEE COUNTER ITEMS,0,3,2
112,2023-10-01,ACTION,___ FIGURE,3,3,3
112,2023-10-01,BEET,THINGS THAT ARE RED,2,3,4
112,2023-10-01,WOLF,NOCTURNAL ANIMALS,1,4,1
112,2023-10-01,POPPY,THINGS THAT ARE RED,2,4,2
112,2023-10-01,MOTH,NOCTURNAL ANIMALS,1,4,3
112,2023-10-01,STIRRER,COFFEE COUNTER ITEMS,0,4,4
113,2023-10-02,DOG,“POINTERS”,3,1,1
113,2023-10-02,BOW,WAYS TO SHOW RESPECT,0,1,2
113,2023-10-02,CLOCK,IPHONE APPS,1,1,3
113,2023-10-02,SHELL,ANIMAL COVERINGS,2,1,4
113,2023-10-02,STAND,WAYS TO SHOW RESPECT,0,2,1
113,2023-10-02,DOWN,ANIMAL COVERINGS,2,2,2
113,2023-10-02,ARROW,“POINTERS”,3,2,3
113,2023-10-02,NOTES,IPHONE APPS,1,2,4
113,2023-10-02,MAIL,IPHONE APPS,1,3,1
113,2023-10-02,SALUTE,WAYS TO SHOW RESPECT,0,3,2
113,2023-10-02,SCALES,ANIMAL COVERINGS,2,3,3
113,2023-10-02,FINGER,“POINTERS”,3,3,4
113,2023-10-02,HINT,“POINTERS”,3,4,1
113,2023-10-02,MAPS,IPHONE APPS,1,4,2
113,2023-10-02,KNEEL,WAYS TO SHOW RESPECT,0,4,3
113,2023-10-02,FUR,ANIMAL COVERINGS,2,4,4
114,2023-10-03,SPEECH,___ BALLOON,3,1,1
114,2023-10-03,PUMA,SNEAKER BRANDS,2,1,2
114,2023-10-03,AFGHAN,LONG-HAIRED ANIMALS,0,1,3
114,2023-10-03,WATER,___ BALLOON,3,1,4
114,2023-10-03,LEAD,___ BALLOON,3,2,1
114,2023-10-03,YAK,LONG-HAIRED ANIMALS,0,2,2
114,2023-10-03,JORDAN,SNEAKER BRANDS,2,2,3
114,2023-10-03,JABBER,PRATTLE ON,1,2,4
114,2023-10-03,ANGORA,LONG-HAIRED ANIMALS,0,3,1
114,2023-10-03,BLATHER,PRATTLE ON,1,3,2
114,2023-10-03,CONVERSE,SNEAKER BRANDS,2,3,3
114,2023-10-03,ALPACA,LONG-HAIRED ANIMALS,0,3,4
114,2023-10-03,CHAT,PRATTLE ON,1,4,1
114,2023-10-03,VANS,SNEAKER BRANDS,2,4,2
114,2023-10-03,TRIAL,___ BALLOON,3,4,3
114,2023-10-03,GAB,PRATTLE ON,1,4,4
115,2023-10-04,SHOW,MAKE PUBLIC,1,1,1
115,2023-10-04,DONUT,TORUS-SHAPED FOOD,2,1,2
115,2023-10-04,STOCKING,CHRISTMAS-RELATED,0,1,3
115,2023-10-04,TIGER,THINGS WITH STRIPES,3,1,4
115,2023-10-04,LIFESAVER,TORUS-SHAPED FOOD,2,2,1
115,2023-10-04,PRESENT,MAKE PUBLIC,1,2,2
115,2023-10-04,CANDY CANE,THINGS WITH STRIPES,3,2,3
115,2023-10-04,SNOWMAN,CHRISTMAS-RELATED,0,2,4
115,2023-10-04,REINDEER,CHRISTMAS-RELATED,0,3,1
115,2023-10-04,CHEERIO,TORUS-SHAPED FOOD,2,3,2
115,2023-10-04,EXHIBIT,MAKE PUBLIC,1,3,3
115,2023-10-04,REFEREE,THINGS WITH STRIPES,3,3,4
115,2023-10-04,BAGEL,TORUS-SHAPED FOOD,2,4,1
115,2023-10-04,DISPLAY,MAKE PUBLIC,1,4,2
115,2023-10-04,CROSSWALK,THINGS WITH STRIPES,3,4,3
115,2023-10-04,MISTLETOE,CHRISTMAS-RELATED,0,4,4
116,2023-10-05,WING,DIVISION,0,1,1
116,2023-10-05,STONE,IMPERIAL UNITS,1,1,2
116,2023-10-05,FLEE,INSECT HOMOPHONES,3,1,3
116,2023-10-05,ANGEL,M.L.B. TEAM MEMBER,2,1,4
116,2023-10-05,PECK,IMPERIAL UNITS,1,2,1
116,2023-10-05,BEATLE,INSECT HOMOPHONES,3,2,2
116,2023-10-05,RED,M.L.B. TEAM MEMBER,2,2,3
116,2023-10-05,AUNT,INSECT HOMOPHONES,3,2,4
116,2023-10-05,CHAPTER,DIVISION,0,3,1
116,2023-10-05,CUB,M.L.B. TEAM MEMBER,2,3,2
116,2023-10-05,BRANCH,DIVISION,0,3,3
116,2023-10-05,TON,IMPERIAL UNITS,1,3,4
116,2023-10-05,BUSHEL,IMPERIAL UNITS,1,4,1
116,2023-10-05,ARM,DIVISION,0,4,2
116,2023-10-05,NAT,INSECT HOMOPHONES,3,4,3
116,2023-10-05,MET,M.L.B. TEAM MEMBER,2,4,4
117,2023-10-06,GAGA,LADY ___,3,1,1
117,2023-10-06,HAHA,"LAUGHTER, IN A TEXT",0,1,2
117,2023-10-06,DECO,ART MOVEMENTS,1,1,3
117,2023-10-06,HOOK,“PETER PAN” CHARACTERS,2,1,4
117,2023-10-06,DADA,ART MOVEMENTS,1,2,1
117,2023-10-06,NANA,“PETER PAN” CHARACTERS,2,2,2
117,2023-10-06,POP,ART MOVEMENTS,1,2,3
117,2023-10-06,LUCK,LADY ___,3,2,4
117,2023-10-06,DEAD,"LAUGHTER, IN A TEXT",0,3,1
117,2023-10-06,GOTHIC,ART MOVEMENTS,1,3,2
117,2023-10-06,MACBETH,LADY ___,3,3,3
117,2023-10-06,LOL,"LAUGHTER, IN A TEXT",0,3,4
117,2023-10-06,PETER,“PETER PAN” CHARACTERS,2,4,1
117,2023-10-06,BIRD,LADY ___,3,4,2
117,2023-10-06,ROFL,"LAUGHTER, IN A TEXT",0,4,3
117,2023-10-06,WENDY,“PETER PAN” CHARACTERS,2,4,4
118,2023-10-07,ROSE,IRREGULAR VERBS,2,1,1
118,2023-10-07,AARON,RHYMES,0,1,2
118,2023-10-07,HANNAH,PALINDROMES,3,1,3
118,2023-10-07,MAY,IRREGULAR VERBS,2,1,4
118,2023-10-07,KAREN,RHYMES,0,2,1
118,2023-10-07,DALE,NATURAL FEATURES,1,2,2
118,2023-10-07,WILL,IRREGULAR VERBS,2,2,3
118,2023-10-07,NATAN,PALINDROMES,3,2,4
118,2023-10-07,DREW,IRREGULAR VERBS,2,3,1
118,2023-10-07,EVE,PALINDROMES,3,3,2
118,2023-10-07,SHARON,RHYMES,0,3,3
118,2023-10-07,CLIFF,NATURAL FEATURES,1,3,4
118,2023-10-07,BROOK,NATURAL FEATURES,1,4,1
118,2023-10-07,DARREN,RHYMES,0,4,2
118,2023-10-07,SAVANNA,NATURAL FEATURES,1,4,3
118,2023-10-07,OTTO,PALINDROMES,3,4,4
119,2023-10-08,BATH,CITIES AND TOWNS IN ENGLAND,2,1,1
119,2023-10-08,ROCK,___ OPERA,3,1,2
119,2023-10-08,BARS,PHONE CONNECTIVITY,1,1,3
119,2023-10-08,BIRTHDAY,CELEBRATORY OCCASIONS,0,1,4
119,2023-10-08,SOAP,___ OPERA,3,2,1
119,2023-10-08,RECEPTION,PHONE CONNECTIVITY,1,2,2
119,2023-10-08,WEDDING,CELEBRATORY OCCASIONS,0,2,3
119,2023-10-08,SANDWICH,CITIES AND TOWNS IN ENGLAND,2,2,4
119,2023-10-08,ANNIVERSARY,CELEBRATORY OCCASIONS,0,3,1
119,2023-10-08,COMIC,___ OPERA,3,3,2
119,2023-10-08,DERBY,CITIES AND TOWNS IN ENGLAND,2,3,3
119,2023-10-08,SHOWER,CELEBRATORY OCCASIONS,0,3,4
119,2023-10-08,READING,CITIES AND TOWNS IN ENGLAND,2,4,1
119,2023-10-08,SERVICE,PHONE CONNECTIVITY,1,4,2
119,2023-10-08,MET,___ OPERA,3,4,3
119,2023-10-08,SIGNAL,PHONE CONNECTIVITY,1,4,4
120,2023-10-09,KETTLE,THINGS THAT WHISTLE,3,1,1
120,2023-10-09,CORN,CROPS,0,1,2
120,2023-10-09,NUMBER,SONG,2,1,3
120,2023-10-09,NOODLE,SLANG FOR HEAD,1,1,4
120,2023-10-09,TRAIN,THINGS THAT WHISTLE,3,2,1
120,2023-10-09,CROWN,SLANG FOR HEAD,1,2,2
120,2023-10-09,PEPPER,CROPS,0,2,3
120,2023-10-09,BIRD,THINGS THAT WHISTLE,3,2,4
120,2023-10-09,SINGLE,SONG,2,3,1
120,2023-10-09,TOMATO,CROPS,0,3,2
120,2023-10-09,REFEREE,THINGS THAT WHISTLE,3,3,3
120,2023-10-09,TRACK,SONG,2,3,4
120,2023-10-09,DOME,SLANG FOR HEAD,1,4,1
120,2023-10-09,CUT,SONG,2,4,2
120,2023-10-09,CUCUMBER,CROPS,0,4,3
120,2023-10-09,MELON,SLANG FOR HEAD,1,4,4
121,2023-10-10,NAP,POWER ___,3,1,1
121,2023-10-10,JOB,BIBLE BOOKS,1,1,2
121,2023-10-10,SOURCE,ORIGIN,0,1,3
121,2023-10-10,PLANT,POWER ___,3,1,4
121,2023-10-10,ACTS,BIBLE BOOKS,1,2,1
121,2023-10-10,WILD,N.H.L. TEAMS,2,2,2
121,2023-10-10,MARK,BIBLE BOOKS,1,2,3
121,2023-10-10,STARS,N.H.L. TEAMS,2,2,4
121,2023-10-10,GERM,ORIGIN,0,3,1
121,2023-10-10,RANGER,POWER ___,3,3,2
121,2023-10-10,GENESIS,ORIGIN,0,3,3
121,2023-10-10,KRAKEN,N.H.L. TEAMS,2,3,4
121,2023-10-10,TRIP,POWER ___,3,4,1
121,2023-10-10,FLAMES,N.H.L. TEAMS,2,4,2
121,2023-10-10,KINGS,BIBLE BOOKS,1,4,3
121,2023-10-10,SEED,ORIGIN,0,4,4
122,2023-10-11,CAN,CONDITIONAL WORDS,1,1,1
122,2023-10-11,BUTCHER,___ PAPER,3,1,2
122,2023-10-11,ACTION,FILM SET DIRECTIVES,0,1,3
122,2023-10-11,LEAD,FOREMOST,2,1,4
122,2023-10-11,PRIME,FOREMOST,2,2,1
122,2023-10-11,CUT,FILM SET DIRECTIVES,0,2,2
122,2023-10-11,WAX,___ PAPER,3,2,3
122,2023-10-11,MAY,CONDITIONAL WORDS,1,2,4
122,2023-10-11,TOILET,___ PAPER,3,3,1
122,2023-10-11,TOP,FOREMOST,2,3,2
122,2023-10-11,MIGHT,CONDITIONAL WORDS,1,3,3
122,2023-10-11,CAMERA,FILM SET DIRECTIVES,0,3,4
122,2023-10-11,HEAD,FOREMOST,2,4,1
122,2023-10-11,LIGHTS,FILM SET DIRECTIVES,0,4,2
122,2023-10-11,SCRAP,___ PAPER,3,4,3
122,2023-10-11,COULD,CONDITIONAL WORDS,1,4,4
123,2023-10-12,NOSE,THINGS THAT CAN RUN,3,1,1
123,2023-10-12,CROWN,PARTS OF A WATCH,1,1,2
123,2023-10-12,SWORD,WONDER WOMAN’S COSTUME,2,1,3
123,2023-10-12,MASK,CONCEAL,0,1,4
123,2023-10-12,DIAL,PARTS OF A WATCH,1,2,1
123,2023-10-12,FAUCET,THINGS THAT CAN RUN,3,2,2
123,2023-10-12,TIARA,WONDER WOMAN’S COSTUME,2,2,3
123,2023-10-12,HAND,PARTS OF A WATCH,1,2,4
123,2023-10-12,BLOCK,CONCEAL,0,3,1
123,2023-10-12,MASCARA,THINGS THAT CAN RUN,3,3,2
123,2023-10-12,HIDE,CONCEAL,0,3,3
123,2023-10-12,LASSO,WONDER WOMAN’S COSTUME,2,3,4
123,2023-10-12,CANDIDATE,THINGS THAT CAN RUN,3,4,1
123,2023-10-12,SHIELD,WONDER WOMAN’S COSTUME,2,4,2
123,2023-10-12,STRAP,PARTS OF A WATCH,1,4,3
123,2023-10-12,COVER,CONCEAL,0,4,4
124,2023-10-13,LINE,POETRY TERMS,2,1,1
124,2023-10-13,LIMA,BEANS,0,1,2
124,2023-10-13,CREATOR,“THE(E) ___” RAPPERS,3,1,3
124,2023-10-13,LIMERICK,CITIES BEGINNING WITH “L”,1,1,4
124,2023-10-13,LINCOLN,CITIES BEGINNING WITH “L”,1,2,1
124,2023-10-13,RAPPER,“THE(E) ___” RAPPERS,3,2,2
124,2023-10-13,PINTO,BEANS,0,2,3
124,2023-10-13,VERSE,POETRY TERMS,2,2,4
124,2023-10-13,STALLION,“THE(E) ___” RAPPERS,3,3,1
124,2023-10-13,RHYME,POETRY TERMS,2,3,2
124,2023-10-13,LAGOS,CITIES BEGINNING WITH “L”,1,3,3
124,2023-10-13,KIDNEY,BEANS,0,3,4
124,2023-10-13,LUXOR,CITIES BEGINNING WITH “L”,1,4,1
124,2023-10-13,DUDE,“THE(E) ___” RAPPERS,3,4,2
124,2023-10-13,FAVA,BEANS,0,4,3
124,2023-10-13,METER,POETRY TERMS,2,4,4
125,2023-10-14,CRADLE,ROTARY PHONE PARTS,1,1,1
125,2023-10-14,TAIL,BUTT,0,1,2
125,2023-10-14,PAD,SLANG FOR HOME,2,1,3
125,2023-10-14,SWAG,PLUNDER,3,1,4
125,2023-10-14,SEAT,BUTT,0,2,1
125,2023-10-14,CRIB,SLANG FOR HOME,2,2,2
125,2023-10-14,BOOTY,PLUNDER,3,2,3
125,2023-10-14,CORD,ROTARY PHONE PARTS,1,2,4
125,2023-10-14,SPOILS,PLUNDER,3,3,1
125,2023-10-14,DIAL,ROTARY PHONE PARTS,1,3,2
125,2023-10-14,DIGS,SLANG FOR HOME,2,3,3
125,2023-10-14,BUNS,BUTT,0,3,4
125,2023-10-14,JOINT,SLANG FOR HOME,2,4,1
125,2023-10-14,BOTTOM,BUTT,0,4,2
125,2023-10-14,HANDSET,ROTARY PHONE PARTS,1,4,3
125,2023-10-14,LOOT,PLUNDER,3,4,4
126,2023-10-15,FILE,TOOLS,0,1,1
126,2023-10-15,BABE,TITLE MOVIE ANIMALS,3,1,2
126,2023-10-15,WRENCH,PULL,1,1,3
126,2023-10-15,COPY,SHORTCUT COMMANDS,2,1,4
126,2023-10-15,WILLY,TITLE MOVIE ANIMALS,3,2,1
126,2023-10-15,YANK,PULL,1,2,2
126,2023-10-15,SAVE,SHORTCUT COMMANDS,2,2,3
126,2023-10-15,HAMMER,TOOLS,0,2,4
126,2023-10-15,TUG,PULL,1,3,1
126,2023-10-15,LEVEL,TOOLS,0,3,2
126,2023-10-15,BEETHOVEN,TITLE MOVIE ANIMALS,3,3,3
126,2023-10-15,PRINT,SHORTCUT COMMANDS,2,3,4
126,2023-10-15,CHARLOTTE,TITLE MOVIE ANIMALS,3,4,1
126,2023-10-15,FIND,SHORTCUT COMMANDS,2,4,2
126,2023-10-15,JERK,PULL,1,4,3
126,2023-10-15,SAW,TOOLS,0,4,4
127,2023-10-16,TURN,GO BAD,1,1,1
127,2023-10-16,SUNDAY,DAYS OF THE WEEK,0,1,2
127,2023-10-16,CAT,FAT ___,3,1,3
127,2023-10-16,THING,“THE ADDAMS FAMILY” CHARACTERS,2,1,4
127,2023-10-16,SATURDAY,DAYS OF THE WEEK,0,2,1
127,2023-10-16,SOUR,GO BAD,1,2,2
127,2023-10-16,FRIDAY,DAYS OF THE WEEK,0,2,3
127,2023-10-16,SPOIL,GO BAD,1,2,4
127,2023-10-16,CHANCE,FAT ___,3,3,1
127,2023-10-16,THURSDAY,DAYS OF THE WEEK,0,3,2
127,2023-10-16,LURCH,“THE ADDAMS FAMILY” CHARACTERS,2,3,3
127,2023-10-16,LIP,FAT ___,3,3,4
127,2023-10-16,WEDNESDAY,“THE ADDAMS FAMILY” CHARACTERS,2,4,1
127,2023-10-16,ROT,GO BAD,1,4,2
127,2023-10-16,TUESDAY,FAT ___,3,4,3
127,2023-10-16,FESTER,“THE ADDAMS FAMILY” CHARACTERS,2,4,4
128,2023-10-17,GHOST,RUDELY BREAK OFF CONTACT,2,1,1
128,2023-10-17,LEMON,FAILURE,1,1,2
128,2023-10-17,GARDEN,ROCK ___,3,1,3
128,2023-10-17,DESERT,RUDELY BREAK OFF CONTACT,2,1,4
128,2023-10-17,STAR,ROCK ___,3,2,1
128,2023-10-17,RASPBERRY,TAUNTS,0,2,2
128,2023-10-17,CANDY,ROCK ___,3,2,3
128,2023-10-17,BOMB,FAILURE,1,2,4
128,2023-10-17,FLOP,FAILURE,1,3,1
128,2023-10-17,HISS,TAUNTS,0,3,2
128,2023-10-17,IGNORE,RUDELY BREAK OFF CONTACT,2,3,3
128,2023-10-17,BOO,TAUNTS,0,3,4
128,2023-10-17,BOTTOM,ROCK ___,3,4,1
128,2023-10-17,DUD,FAILURE,1,4,2
128,2023-10-17,JEER,TAUNTS,0,4,3
128,2023-10-17,JILT,RUDELY BREAK OFF CONTACT,2,4,4
129,2023-10-18,PUFF,BIT OF WIND,1,1,1
129,2023-10-18,KICK,PIQUANCY,2,1,2
129,2023-10-18,BOXER,SINGULAR OF THINGS SEEN IN PAIRS,3,1,3
129,2023-10-18,YAWN,SOMETHING TIRESOME,0,1,4
129,2023-10-18,BITE,PIQUANCY,2,2,1
129,2023-10-18,PANT,SINGULAR OF THINGS SEEN IN PAIRS,3,2,2
129,2023-10-18,DRAG,SOMETHING TIRESOME,0,2,3
129,2023-10-18,ZIP,PIQUANCY,2,2,4
129,2023-10-18,SNOOZE,SOMETHING TIRESOME,0,3,1
129,2023-10-18,DRAFT,BIT OF WIND,1,3,2
129,2023-10-18,GOGGLE,SINGULAR OF THINGS SEEN IN PAIRS,3,3,3
129,2023-10-18,BORE,SOMETHING TIRESOME,0,3,4
129,2023-10-18,BREEZE,BIT OF WIND,1,4,1
129,2023-10-18,TONG,SINGULAR OF THINGS SEEN IN PAIRS,3,4,2
129,2023-10-18,TANG,PIQUANCY,2,4,3
129,2023-10-18,GUST,BIT OF WIND,1,4,4
130,2023-10-19,FAKE,FALSIFY,0,1,1
130,2023-10-19,FOOD,FAST ___,3,1,2
130,2023-10-19,FUDGE,MILD OATHS,1,1,3
130,2023-10-19,FIREFLY,TV SHOWS,2,1,4
130,2023-10-19,FASHION,FAST ___,3,2,1
130,2023-10-19,FORWARD,FAST ___,3,2,2
130,2023-10-19,FORGE,FALSIFY,0,2,3
130,2023-10-19,FRIENDS,FAST ___,3,2,4
130,2023-10-19,FIE,MILD OATHS,1,3,1
130,2023-10-19,FLEABAG,TV SHOWS,2,3,2
130,2023-10-19,FRICK,MILD OATHS,1,3,3
130,2023-10-19,FLIPPER,TV SHOWS,2,3,4
130,2023-10-19,FABRICATE,FALSIFY,0,4,1
130,2023-10-19,FIDDLESTICKS,MILD OATHS,1,4,2
130,2023-10-19,FARGO,TV SHOWS,2,4,3
130,2023-10-19,FIX,FALSIFY,0,4,4
131,2023-10-20,IMPOSSIBLE,___ BURGER,3,1,1
131,2023-10-20,EVEN,EQUITABLE,2,1,2
131,2023-10-20,CLOUD,VIRTUAL SPACES,1,1,3
131,2023-10-20,HIVE,ANIMAL HOMES,0,1,4
131,2023-10-20,GOOD,___ BURGER,3,2,1
131,2023-10-20,WEB,VIRTUAL SPACES,1,2,2
131,2023-10-20,JUST,EQUITABLE,2,2,3
131,2023-10-20,DEN,ANIMAL HOMES,0,2,4
131,2023-10-20,FAIR,EQUITABLE,2,3,1
131,2023-10-20,LAIR,ANIMAL HOMES,0,3,2
131,2023-10-20,NOTHING,___ BURGER,3,3,3
131,2023-10-20,NET,VIRTUAL SPACES,1,3,4
131,2023-10-20,NEST,ANIMAL HOMES,0,4,1
131,2023-10-20,EQUAL,EQUITABLE,2,4,2
131,2023-10-20,METAVERSE,VIRTUAL SPACES,1,4,3
131,2023-10-20,WARREN,___ BURGER,3,4,4
132,2023-10-21,HOOK,BRA PARTS,2,1,1
132,2023-10-21,SPAM,ACRONYMS,3,1,2
132,2023-10-21,PLATE,TABLEWARE,0,1,3
132,2023-10-21,WIRE,BRA PARTS,2,1,4
132,2023-10-21,RADAR,ACRONYMS,3,2,1
132,2023-10-21,CUP,BRA PARTS,2,2,2
132,2023-10-21,BALONEY,NONSENSE,1,2,3
132,2023-10-21,DISH,TABLEWARE,0,2,4
132,2023-10-21,CROCK,NONSENSE,1,3,1
132,2023-10-21,SAUCER,TABLEWARE,0,3,2
132,2023-10-21,LASER,ACRONYMS,3,3,3
132,2023-10-21,BUNK,NONSENSE,1,3,4
132,2023-10-21,BOWL,TABLEWARE,0,4,1
132,2023-10-21,STRAP,BRA PARTS,2,4,2
132,2023-10-21,TRIPE,NONSENSE,1,4,3
132,2023-10-21,SCUBA,ACRONYMS,3,4,4
133,2023-10-22,JAM,CATCHY SONG,1,1,1
133,2023-10-22,LOUNGE,RELAX,0,1,2
133,2023-10-22,SCONE,BRITISH CUISINE,2,1,3
133,2023-10-22,PICKLE,STICKY SITUATION,3,1,4
133,2023-10-22,LOAF,RELAX,0,2,1
133,2023-10-22,TRIFLE,BRITISH CUISINE,2,2,2
133,2023-10-22,BANGER,CATCHY SONG,1,2,3
133,2023-10-22,HANG,RELAX,0,2,4
133,2023-10-22,MASH,BRITISH CUISINE,2,3,1
133,2023-10-22,SCRAPE,STICKY SITUATION,3,3,2
133,2023-10-22,CHILL,RELAX,0,3,3
133,2023-10-22,GROOVE,CATCHY SONG,1,3,4
133,2023-10-22,BIND,STICKY SITUATION,3,4,1
133,2023-10-22,BOP,CATCHY SONG,1,4,2
133,2023-10-22,ROAST,BRITISH CUISINE,2,4,3
133,2023-10-22,SPOT,STICKY SITUATION,3,4,4
134,2023-10-23,CANDY,HARD ___,3,1,1
134,2023-10-23,SPUR,IMPEL,1,1,2
134,2023-10-23,RING,CELL PHONE MODES,0,1,3
134,2023-10-23,FEELINGS,ROMANTIC BEGINNINGS,2,1,4
134,2023-10-23,FOCUS,CELL PHONE MODES,0,2,1
134,2023-10-23,MOTIVATE,IMPEL,1,2,2
134,2023-10-23,SPARK,ROMANTIC BEGINNINGS,2,2,3
134,2023-10-23,COPY,HARD ___,3,2,4
134,2023-10-23,DRIVE,IMPEL,1,3,1
134,2023-10-23,VIBE,ROMANTIC BEGINNINGS,2,3,2
134,2023-10-23,VIBRATE,CELL PHONE MODES,0,3,3
134,2023-10-23,SELTZER,HARD ___,3,3,4
134,2023-10-23,CONNECTION,ROMANTIC BEGINNINGS,2,4,1
134,2023-10-23,SILENT,CELL PHONE MODES,0,4,2
134,2023-10-23,KNOCKS,HARD ___,3,4,3
134,2023-10-23,INSPIRE,IMPEL,1,4,4
135,2023-10-24,SCHOOL,ANIMAL GROUPS,0,1,1
135,2023-10-24,MODEL,PARADIGMATIC,2,1,2
135,2023-10-24,DOWNTOWN,RHYMING COMPOUND WORDS,3,1,3
135,2023-10-24,PRIDE,ANIMAL GROUPS,0,1,4
135,2023-10-24,TEXTBOOK,PARADIGMATIC,2,2,1
135,2023-10-24,RAGTAG,RHYMING COMPOUND WORDS,3,2,2
135,2023-10-24,CRANNY,SMALL OPENING,1,2,3
135,2023-10-24,CLASSIC,PARADIGMATIC,2,2,4
135,2023-10-24,NOOK,SMALL OPENING,1,3,1
135,2023-10-24,COLONY,ANIMAL GROUPS,0,3,2
135,2023-10-24,BIGWIG,RHYMING COMPOUND WORDS,3,3,3
135,2023-10-24,RECESS,SMALL OPENING,1,3,4
135,2023-10-24,BACKPACK,RHYMING COMPOUND WORDS,3,4,1
135,2023-10-24,DEFINITIVE,PARADIGMATIC,2,4,2
135,2023-10-24,NICHE,SMALL OPENING,1,4,3
135,2023-10-24,HERD,ANIMAL GROUPS,0,4,4
136,2023-10-25,LADY,12 DAYS OF CHRISTMAS,2,1,1
136,2023-10-25,PERFECT,GRAMMAR TENSE TERMS,0,1,2
136,2023-10-25,GOODNESS,“GRACIOUS ME!”,1,1,3
136,2023-10-25,MAPLE,___ SYRUP,3,1,4
136,2023-10-25,FUTURE,GRAMMAR TENSE TERMS,0,2,1
136,2023-10-25,MERCY,“GRACIOUS ME!”,1,2,2
136,2023-10-25,DRUMMER,12 DAYS OF CHRISTMAS,2,2,3
136,2023-10-25,SIMPLE,___ SYRUP,3,2,4
136,2023-10-25,RING,12 DAYS OF CHRISTMAS,2,3,1
136,2023-10-25,COUGH,___ SYRUP,3,3,2
136,2023-10-25,HEAVENS,“GRACIOUS ME!”,1,3,3
136,2023-10-25,SWAN,12 DAYS OF CHRISTMAS,2,3,4
136,2023-10-25,PRESENT,GRAMMAR TENSE TERMS,0,4,1
136,2023-10-25,LORD,“GRACIOUS ME!”,1,4,2
136,2023-10-25,CORN,___ SYRUP,3,4,3
136,2023-10-25,PAST,GRAMMAR TENSE TERMS,0,4,4
137,2023-10-26,ACES,"EXCELLENT, IN OLD SLANG",1,1,1
137,2023-10-26,GLOBE,SPHERICAL THINGS,3,1,2
137,2023-10-26,HEAD,FINE BUBBLES,2,1,3
137,2023-10-26,GROW,INCREASE,0,1,4
137,2023-10-26,BUBBLE,SPHERICAL THINGS,3,2,1
137,2023-10-26,SWELL,INCREASE,0,2,2
137,2023-10-26,NEATO,"EXCELLENT, IN OLD SLANG",1,2,3
137,2023-10-26,LATHER,FINE BUBBLES,2,2,4
137,2023-10-26,NIFTY,"EXCELLENT, IN OLD SLANG",1,3,1
137,2023-10-26,MARBLE,SPHERICAL THINGS,3,3,2
137,2023-10-26,FOAM,FINE BUBBLES,2,3,3
137,2023-10-26,MOUNT,INCREASE,0,3,4
137,2023-10-26,FROTH,FINE BUBBLES,2,4,1
137,2023-10-26,BUILD,INCREASE,0,4,2
137,2023-10-26,PEARL,SPHERICAL THINGS,3,4,3
137,2023-10-26,KEEN,"EXCELLENT, IN OLD SLANG",1,4,4
138,2023-10-27,ELEPHANTS,THINGS WITH TRUNKS,3,1,1
138,2023-10-27,CHEEK,SHAMELESS BOLDNESS,0,1,2
138,2023-10-27,LIBERTY,W.N.B.A. TEAMS,2,1,3
138,2023-10-27,GOLD,METAL ELEMENTS,1,1,4
138,2023-10-27,BRASS,SHAMELESS BOLDNESS,0,2,1
138,2023-10-27,CARS,THINGS WITH TRUNKS,3,2,2
138,2023-10-27,MERCURY,W.N.B.A. TEAMS,2,2,3
138,2023-10-27,NERVE,SHAMELESS BOLDNESS,0,2,4
138,2023-10-27,SILVER,METAL ELEMENTS,1,3,1
138,2023-10-27,SKY,W.N.B.A. TEAMS,2,3,2
138,2023-10-27,TREES,THINGS WITH TRUNKS,3,3,3
138,2023-10-27,COPPER,METAL ELEMENTS,1,3,4
138,2023-10-27,SPARKS,W.N.B.A. TEAMS,2,4,1
138,2023-10-27,SWIMMERS,THINGS WITH TRUNKS,3,4,2
138,2023-10-27,NICKEL,METAL ELEMENTS,1,4,3
138,2023-10-27,GALL,SHAMELESS BOLDNESS,0,4,4
139,2023-10-28,NEW,___ MOON,3,1,1
139,2023-10-28,LOOK,APPEARANCE,1,1,2
139,2023-10-28,SAME,“AGREE!”,2,1,3
139,2023-10-28,TASTE,SENSES,0,1,4
139,2023-10-28,SECOND,“AGREE!”,2,2,1
139,2023-10-28,SAILOR,___ MOON,3,2,2
139,2023-10-28,TOUCH,SENSES,0,2,3
139,2023-10-28,STYLE,APPEARANCE,1,2,4
139,2023-10-28,SIGHT,SENSES,0,3,1
139,2023-10-28,DITTO,“AGREE!”,2,3,2
139,2023-10-28,DRESS,APPEARANCE,1,3,3
139,2023-10-28,HARVEST,___ MOON,3,3,4
139,2023-10-28,MANNER,APPEARANCE,1,4,1
